Data Set (Source)	Data Set (Sink)	Linker	Distance Method	Distance Threshold	Time taken	Memory used	Setup comparisons	Total comparisons	Number of links	Number of matches	True Positives	False Positives	False Negatives	Min links quality	Max links quality	Average links quality	Min pairs quality	Max pairs quality	Average pairs quality	Min pairs completeness	Max pairs completeness	Average pairs completeness	Precision	Recall	F1 Measure	Shingle size	Number of bands	Band size	Blocking Method	Branching factor
Cora	Cora	LSH	Generic-Sigma-Levenshtein	72.00	2695	319737232	0	14329	5196	18479	5141	55	13338	0.03	1.00	0.73	0.03	1.00	0.80	0.01	0.33	0.14	0.99	0.28	0.43	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	73.00	2802	316020808	0	14329	5223	18479	5163	60	13316	0.03	1.00	0.73	0.03	1.00	0.80	0.01	0.33	0.14	0.99	0.28	0.44	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	74.00	2809	319792064	0	14329	5244	18479	5181	63	13298	0.03	1.00	0.73	0.03	1.00	0.80	0.01	0.33	0.14	0.99	0.28	0.44	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	75.00	2806	301707728	0	14329	5288	18479	5218	70	13261	0.03	1.00	0.73	0.03	1.00	0.80	0.01	0.33	0.14	0.99	0.28	0.44	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	76.00	2811	305454496	0	14329	5310	18479	5239	71	13240	0.03	1.00	0.74	0.03	1.00	0.80	0.01	0.33	0.14	0.99	0.28	0.44	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	77.00	2742	316018096	0	14329	5351	18479	5275	76	13204	0.03	1.00	0.74	0.03	1.00	0.80	0.01	0.33	0.14	0.99	0.29	0.44	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	78.00	2821	305424408	0	14329	5377	18479	5296	81	13183	0.03	1.00	0.75	0.03	1.00	0.80	0.01	0.33	0.14	0.98	0.29	0.44	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	79.00	2629	316024416	0	14329	5407	18479	5322	85	13157	0.03	1.00	0.75	0.03	1.00	0.80	0.01	0.33	0.14	0.98	0.29	0.45	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	80.00	2643	319795032	0	14329	5432	18479	5339	93	13140	0.03	1.00	0.75	0.03	1.00	0.80	0.01	0.33	0.14	0.98	0.29	0.45	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	81.00	2780	316030744	0	14329	5452	18479	5357	95	13122	0.03	1.00	0.76	0.03	1.00	0.80	0.01	0.33	0.14	0.98	0.29	0.45	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	82.00	2747	301665600	0	14329	5487	18479	5390	97	13089	0.03	1.00	0.76	0.03	1.00	0.80	0.01	0.33	0.14	0.98	0.29	0.45	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	83.00	2683	305445032	0	14329	5520	18479	5419	101	13060	0.03	1.00	0.76	0.03	1.00	0.80	0.01	0.33	0.14	0.98	0.29	0.45	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	84.00	2744	316011224	0	14329	5548	18479	5437	111	13042	0.03	1.00	0.77	0.03	1.00	0.80	0.01	0.33	0.14	0.98	0.29	0.45	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	85.00	2637	319747448	0	14329	5591	18479	5473	118	13006	0.03	1.00	0.77	0.03	1.00	0.80	0.01	0.33	0.14	0.98	0.30	0.45	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	86.00	2750	301662544	0	14329	5611	18479	5485	126	12994	0.03	1.00	0.77	0.03	1.00	0.80	0.01	0.33	0.14	0.98	0.30	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	87.00	2691	316035344	0	14329	5631	18479	5502	129	12977	0.03	1.00	0.78	0.03	1.00	0.80	0.01	0.33	0.14	0.98	0.30	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	88.00	2654	316020360	0	14329	5651	18479	5516	135	12963	0.03	1.00	0.78	0.03	1.00	0.80	0.01	0.33	0.14	0.98	0.30	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	89.00	2783	305435336	0	14329	5672	18479	5532	140	12947	0.03	1.00	0.78	0.03	1.00	0.80	0.01	0.33	0.14	0.98	0.30	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	90.00	2721	315999320	0	14329	5683	18479	5540	143	12939	0.03	1.00	0.78	0.03	1.00	0.80	0.01	0.33	0.14	0.97	0.30	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	91.00	2718	310623776	0	14329	5703	18479	5552	151	12927	0.03	1.00	0.78	0.03	1.00	0.80	0.01	0.33	0.14	0.97	0.30	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	92.00	2708	305450056	0	14329	5715	18479	5560	155	12919	0.03	1.00	0.78	0.03	1.00	0.80	0.01	0.33	0.14	0.97	0.30	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	93.00	2870	315987784	0	14329	5739	18479	5573	166	12906	0.03	1.00	0.79	0.03	1.00	0.80	0.01	0.33	0.14	0.97	0.30	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	94.00	2664	300080992	0	14329	5751	18479	5579	172	12900	0.03	1.00	0.79	0.03	1.00	0.80	0.01	0.33	0.14	0.97	0.30	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	95.00	2762	314379840	0	14329	5770	18479	5593	177	12886	0.03	1.00	0.79	0.03	1.00	0.80	0.01	0.33	0.14	0.97	0.30	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	96.00	2764	290360000	0	14329	5805	18479	5613	192	12866	0.03	1.00	0.79	0.03	1.00	0.80	0.01	0.33	0.14	0.97	0.30	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	97.00	2745	319759536	0	14329	5829	18479	5633	196	12846	0.03	1.00	0.79	0.03	1.00	0.80	0.01	0.33	0.14	0.97	0.30	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	98.00	2660	316021224	0	14329	5849	18479	5650	199	12829	0.03	1.00	0.80	0.03	1.00	0.80	0.01	0.33	0.14	0.97	0.31	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	99.00	2785	305100040	0	14329	5874	18479	5668	206	12811	0.03	1.00	0.80	0.03	1.00	0.80	0.01	0.33	0.14	0.96	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	100.00	2833	323111232	0	14329	5890	18479	5678	212	12801	0.03	1.00	0.80	0.03	1.00	0.80	0.01	0.33	0.14	0.96	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	101.00	2750	290328792	0	14329	5911	18479	5686	225	12793	0.03	1.00	0.80	0.03	1.00	0.80	0.01	0.33	0.14	0.96	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	102.00	2747	323118128	0	14329	5931	18479	5699	232	12780	0.03	1.00	0.80	0.03	1.00	0.80	0.01	0.33	0.14	0.96	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	103.00	2684	301685656	0	14329	5960	18479	5710	250	12769	0.03	1.00	0.81	0.03	1.00	0.80	0.01	0.33	0.14	0.96	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	104.00	2861	300117232	0	14329	5984	18479	5716	268	12763	0.03	1.00	0.81	0.03	1.00	0.80	0.01	0.33	0.14	0.96	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	105.00	2708	301658144	0	14329	6015	18479	5725	290	12754	0.03	1.00	0.81	0.03	1.00	0.80	0.01	0.33	0.14	0.95	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	106.00	2842	301691000	0	14329	6043	18479	5736	307	12743	0.03	1.00	0.81	0.03	1.00	0.80	0.01	0.33	0.14	0.95	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	107.00	2637	319766144	0	14329	6067	18479	5746	321	12733	0.03	1.00	0.82	0.03	1.00	0.80	0.01	0.33	0.14	0.95	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	108.00	2817	323107480	0	14329	6087	18479	5758	329	12721	0.03	1.00	0.82	0.03	1.00	0.80	0.01	0.33	0.14	0.95	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	109.00	2723	300078704	0	14329	6110	18479	5772	338	12707	0.03	1.00	0.82	0.03	1.00	0.80	0.01	0.33	0.14	0.94	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	110.00	2648	287147048	0	14329	6125	18479	5776	349	12703	0.03	1.00	0.82	0.03	1.00	0.80	0.01	0.33	0.14	0.94	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	111.00	2740	315997264	0	14329	6132	18479	5779	353	12700	0.03	1.00	0.82	0.03	1.00	0.80	0.01	0.33	0.14	0.94	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	112.00	2707	301694584	0	14329	6154	18479	5786	368	12693	0.03	1.00	0.83	0.03	1.00	0.80	0.01	0.33	0.14	0.94	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	113.00	2665	319774192	0	14329	6186	18479	5800	386	12679	0.03	1.00	0.83	0.03	1.00	0.80	0.01	0.33	0.14	0.94	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	114.00	2778	319726552	0	14329	6200	18479	5806	394	12673	0.03	1.00	0.83	0.03	1.00	0.80	0.01	0.33	0.14	0.94	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	115.00	2848	301685368	0	14329	6222	18479	5815	407	12664	0.03	1.00	0.83	0.03	1.00	0.80	0.01	0.33	0.14	0.93	0.31	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	116.00	2729	305414592	0	14329	6236	18479	5824	412	12655	0.03	1.00	0.84	0.03	1.00	0.80	0.01	0.33	0.14	0.93	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	117.00	2664	301685920	0	14329	6251	18479	5830	421	12649	0.03	1.00	0.84	0.03	1.00	0.80	0.01	0.33	0.14	0.93	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	118.00	2824	319814960	0	14329	6270	18479	5833	437	12646	0.03	1.00	0.84	0.03	1.00	0.80	0.01	0.33	0.14	0.93	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	119.00	2730	305475320	0	14329	6282	18479	5839	443	12640	0.03	1.00	0.84	0.03	1.00	0.80	0.01	0.33	0.14	0.93	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	120.00	2811	299724912	0	14329	6295	18479	5844	451	12635	0.03	1.00	0.84	0.03	1.00	0.80	0.01	0.33	0.14	0.93	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	121.00	2677	317746496	0	14329	6309	18479	5852	457	12627	0.03	1.00	0.84	0.03	1.00	0.80	0.01	0.33	0.14	0.93	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	122.00	2806	317802296	0	14329	6324	18479	5858	466	12621	0.03	1.00	0.84	0.03	1.00	0.80	0.01	0.33	0.14	0.93	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	123.00	2675	319769720	0	14329	6337	18479	5860	477	12619	0.03	1.00	0.85	0.03	1.00	0.80	0.01	0.33	0.14	0.92	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	124.00	2661	305439752	0	14329	6348	18479	5862	486	12617	0.03	1.00	0.85	0.03	1.00	0.80	0.01	0.33	0.14	0.92	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	125.00	2802	308994656	0	14329	6357	18479	5864	493	12615	0.03	1.00	0.85	0.03	1.00	0.80	0.01	0.33	0.14	0.92	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	126.00	2711	319783000	0	14329	6364	18479	5867	497	12612	0.03	1.00	0.85	0.03	1.00	0.80	0.01	0.33	0.14	0.92	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	127.00	2809	319769824	0	14329	6378	18479	5871	507	12608	0.03	1.00	0.85	0.03	1.00	0.80	0.01	0.33	0.14	0.92	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	128.00	2729	319775192	0	14329	6391	18479	5876	515	12603	0.03	1.00	0.85	0.03	1.00	0.80	0.01	0.33	0.14	0.92	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	129.00	2706	319748248	0	14329	6408	18479	5888	520	12591	0.03	1.00	0.85	0.03	1.00	0.80	0.01	0.33	0.14	0.92	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	130.00	2739	323123352	0	14329	6421	18479	5891	530	12588	0.03	1.00	0.85	0.03	1.00	0.80	0.01	0.33	0.14	0.92	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	131.00	2655	287147872	0	14329	6441	18479	5893	548	12586	0.03	1.00	0.86	0.03	1.00	0.80	0.01	0.33	0.14	0.91	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	132.00	2791	308994216	0	14329	6462	18479	5895	567	12584	0.03	1.00	0.86	0.03	1.00	0.80	0.01	0.33	0.14	0.91	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	133.00	2800	300079968	0	14329	6480	18479	5900	580	12579	0.03	1.00	0.86	0.03	1.00	0.80	0.01	0.33	0.14	0.91	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	134.00	2773	303629536	0	14329	6496	18479	5902	594	12577	0.03	1.00	0.86	0.03	1.00	0.80	0.01	0.33	0.14	0.91	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	135.00	2674	308995216	0	14329	6499	18479	5902	597	12577	0.03	1.00	0.86	0.03	1.00	0.80	0.01	0.33	0.14	0.91	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	136.00	2599	301698320	0	14329	6508	18479	5904	604	12575	0.03	1.00	0.86	0.03	1.00	0.80	0.01	0.33	0.14	0.91	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	137.00	2843	305160352	0	14329	6522	18479	5908	614	12571	0.03	1.00	0.87	0.03	1.00	0.80	0.01	0.33	0.14	0.91	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	138.00	2814	305429936	0	14329	6541	18479	5912	629	12567	0.03	1.00	0.87	0.03	1.00	0.80	0.01	0.33	0.14	0.90	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	139.00	2731	319758312	0	14329	6553	18479	5915	638	12564	0.03	1.00	0.87	0.03	1.00	0.80	0.01	0.33	0.14	0.90	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	140.00	2700	308992992	0	14329	6569	18479	5917	652	12562	0.03	1.00	0.87	0.03	1.00	0.80	0.01	0.33	0.14	0.90	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	141.00	2779	319741056	0	14329	6586	18479	5920	666	12559	0.03	1.00	0.87	0.03	1.00	0.80	0.01	0.33	0.14	0.90	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	142.00	2692	323124280	0	14329	6597	18479	5921	676	12558	0.03	1.00	0.88	0.03	1.00	0.80	0.01	0.33	0.14	0.90	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	143.00	2829	319791144	0	14329	6618	18479	5927	691	12552	0.03	1.00	0.88	0.03	1.00	0.80	0.01	0.33	0.14	0.90	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	144.00	2751	323127000	0	14329	6643	18479	5932	711	12547	0.03	1.00	0.88	0.03	1.00	0.80	0.01	0.33	0.14	0.89	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	145.00	2633	328454456	0	14329	6663	18479	5935	728	12544	0.03	1.00	0.88	0.03	1.00	0.80	0.01	0.33	0.14	0.89	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	146.00	2674	308979256	0	14329	6676	18479	5936	740	12543	0.03	1.00	0.89	0.03	1.00	0.80	0.01	0.33	0.14	0.89	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	147.00	2730	323114200	0	14329	6689	18479	5938	751	12541	0.03	1.00	0.89	0.03	1.00	0.80	0.01	0.33	0.14	0.89	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	148.00	2777	319778768	0	14329	6708	18479	5938	770	12541	0.03	1.00	0.89	0.03	1.00	0.80	0.01	0.33	0.14	0.89	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	149.00	2696	323090552	0	14329	6724	18479	5940	784	12539	0.06	1.00	0.89	0.03	1.00	0.80	0.01	0.33	0.14	0.88	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	150.00	2697	308982784	0	14329	6735	18479	5942	793	12537	0.06	1.00	0.89	0.03	1.00	0.80	0.01	0.33	0.14	0.88	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	151.00	2768	289090048	0	14329	6753	18479	5947	806	12532	0.06	1.00	0.89	0.03	1.00	0.80	0.01	0.33	0.14	0.88	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	152.00	2767	303618752	0	14329	6771	18479	5950	821	12529	0.06	1.00	0.90	0.03	1.00	0.80	0.01	0.33	0.14	0.88	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	153.00	2771	314381416	0	14329	6782	18479	5951	831	12528	0.06	1.00	0.90	0.03	1.00	0.80	0.01	0.33	0.14	0.88	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	154.00	2693	309016872	0	14329	6806	18479	5951	855	12528	0.06	1.00	0.90	0.03	1.00	0.80	0.01	0.33	0.14	0.87	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	155.00	2739	294454136	0	14329	6831	18479	5953	878	12526	0.06	1.00	0.90	0.03	1.00	0.80	0.01	0.33	0.14	0.87	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	156.00	2654	287165352	0	14329	6838	18479	5954	884	12525	0.06	1.00	0.90	0.03	1.00	0.80	0.01	0.33	0.14	0.87	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	157.00	2768	305095008	0	14329	6851	18479	5954	897	12525	0.06	1.00	0.90	0.03	1.00	0.80	0.01	0.33	0.14	0.87	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	158.00	2648	305475760	0	14329	6863	18479	5954	909	12525	0.06	1.00	0.90	0.03	1.00	0.80	0.01	0.33	0.14	0.87	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	159.00	2934	323114872	0	14329	6876	18479	5954	922	12525	0.06	1.00	0.91	0.03	1.00	0.80	0.01	0.33	0.14	0.87	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	160.00	2765	323114712	0	14329	6890	18479	5956	934	12523	0.06	1.00	0.91	0.03	1.00	0.80	0.01	0.33	0.14	0.86	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	161.00	2755	305446432	0	14329	6915	18479	5957	958	12522	0.06	1.00	0.91	0.03	1.00	0.80	0.01	0.33	0.14	0.86	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	162.00	2622	305426432	0	14329	6946	18479	5957	989	12522	0.06	1.00	0.91	0.03	1.00	0.80	0.01	0.33	0.14	0.86	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	163.00	2782	319760536	0	14329	6977	18479	5957	1020	12522	0.06	1.00	0.91	0.03	1.00	0.80	0.01	0.33	0.14	0.85	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	164.00	2770	305426664	0	14329	6992	18479	5957	1035	12522	0.06	1.00	0.92	0.03	1.00	0.80	0.01	0.33	0.14	0.85	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	165.00	2762	308998488	0	14329	7020	18479	5959	1061	12520	0.06	1.00	0.92	0.03	1.00	0.80	0.01	0.33	0.14	0.85	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	166.00	2677	305421656	0	14329	7042	18479	5959	1083	12520	0.06	1.00	0.92	0.03	1.00	0.80	0.01	0.33	0.14	0.85	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	167.00	2704	317723384	0	14329	7053	18479	5959	1094	12520	0.06	1.00	0.92	0.03	1.00	0.80	0.01	0.33	0.14	0.84	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	168.00	2660	294440656	0	14329	7062	18479	5959	1103	12520	0.06	1.00	0.92	0.03	1.00	0.80	0.01	0.33	0.14	0.84	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	169.00	2853	317712736	0	14329	7068	18479	5959	1109	12520	0.06	1.00	0.92	0.03	1.00	0.80	0.01	0.33	0.14	0.84	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	170.00	2742	316205408	0	14329	7079	18479	5959	1120	12520	0.06	1.00	0.92	0.03	1.00	0.80	0.01	0.33	0.14	0.84	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	171.00	2823	294478456	0	14329	7097	18479	5960	1137	12519	0.06	1.00	0.93	0.03	1.00	0.80	0.01	0.33	0.14	0.84	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	172.00	2681	303593672	0	14329	7105	18479	5962	1143	12517	0.06	1.00	0.93	0.03	1.00	0.80	0.01	0.33	0.14	0.84	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	173.00	2722	308998912	0	14329	7118	18479	5966	1152	12513	0.06	1.00	0.93	0.03	1.00	0.80	0.01	0.33	0.14	0.84	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	174.00	2784	323088360	0	14329	7125	18479	5967	1158	12512	0.06	1.00	0.93	0.03	1.00	0.80	0.01	0.33	0.14	0.84	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	175.00	2746	308967648	0	14329	7139	18479	5967	1172	12512	0.06	1.00	0.93	0.03	1.00	0.80	0.01	0.33	0.14	0.84	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	176.00	2765	319752752	0	14329	7152	18479	5967	1185	12512	0.06	1.00	0.93	0.03	1.00	0.80	0.01	0.33	0.14	0.83	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	177.00	2746	308998496	0	14329	7165	18479	5968	1197	12511	0.06	1.00	0.93	0.03	1.00	0.80	0.01	0.33	0.14	0.83	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	178.00	2783	323112320	0	14329	7185	18479	5968	1217	12511	0.06	1.00	0.93	0.03	1.00	0.80	0.01	0.33	0.14	0.83	0.32	0.47	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	179.00	2628	319743880	0	14329	7211	18479	5968	1243	12511	0.06	1.00	0.94	0.03	1.00	0.80	0.01	0.33	0.14	0.83	0.32	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	180.00	2800	308981744	0	14329	7229	18479	5968	1261	12511	0.06	1.00	0.94	0.03	1.00	0.80	0.01	0.33	0.14	0.83	0.32	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	181.00	2800	319773568	0	14329	7251	18479	5970	1281	12509	0.06	1.00	0.94	0.03	1.00	0.80	0.01	0.33	0.14	0.82	0.32	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	182.00	2814	305107376	0	14329	7280	18479	5971	1309	12508	0.06	1.00	0.94	0.03	1.00	0.80	0.01	0.33	0.14	0.82	0.32	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	183.00	2717	308966608	0	14329	7290	18479	5971	1319	12508	0.06	1.00	0.94	0.03	1.00	0.80	0.01	0.33	0.14	0.82	0.32	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	184.00	2735	318136608	0	14329	7296	18479	5973	1323	12506	0.06	1.00	0.94	0.03	1.00	0.80	0.01	0.33	0.14	0.82	0.32	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	185.00	2796	328466464	0	14329	7315	18479	5976	1339	12503	0.06	1.00	0.95	0.03	1.00	0.80	0.01	0.33	0.14	0.82	0.32	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	186.00	2819	319803840	0	14329	7328	18479	5979	1349	12500	0.06	1.00	0.95	0.03	1.00	0.80	0.01	0.33	0.14	0.82	0.32	0.46	2	2	5	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	187.00	2757	323118832	0	14329	7346	18479	5981	1365	12498	0.06	1.00	0.95	0.03	1.00	0.80	0.01	0.33	0.14	0.81	0.32	0.46	2	2	5	NA	NA
